symbol,name,currency,summary,category_group,category,family,exchange,market
KOCT,Innovator Russell 2000 Power Buffer ETF,USD,"The investment seeks to provide investors with returns that match those of the Russell 2000 Price Index.
 The fund invests at least 80% of its net assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the Russell 2000 Price Index. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.",,,Innovator ETFs,BTS,us_market
KOIN,Capital Link NextGen Protocol ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the ATFI Global Fintech Leaders Index (the âIndexâ).
 The fund will normally invest at least 80% of its total assets in securities of the index. The index was designed by Innovation Labs Ltd., the fundâs index creator (the âIndex Creatorâ), to measure the performance of a diversified group of publicly-listed companies that use, or are involved in, blockchain (âBlockchain Innovatorsâ).",Equities,Technology,Innovation Shares,PCX,us_market
KOKU,Xtrackers MSCI Kokusai Equity ETF,USD,"The investment seeks investment results that correspond generally to the performance, before fees and expenses, of the MSCI Kokusai Index.
 The fund will normally invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the equity securities of issuers from developed markets (excluding Japan). The index is designed to track the performance of equity markets in developed markets (excluding Japan). It is non-diversified.",,,DWS Investment,PCX,us_market
KOLD,ProShares UltraShort Bloomberg Natural Gas,USD,"The investment seeks daily investment results, before fees and expenses, that correspond to two times the inverse (-2x) of the daily performance of the Bloomberg Natural Gas SubindexSM.
 The fund seeks to meet their investment objectives by investing in Natural Gas futures contracts. It may also invest in swaps if the market for a specific futures contract experiences emergencies (e.g., natural disaster, terrorist attack, or an act of God) or disruptions (e.g., a trading halt or a flash crash) or in situations where the Sponsor deems it impractical or inadvisable to buy or sell futures contracts (such as during periods of market volatility or illiquidity).",Commodities,Trading,ProShares,PCX,us_market
KOMP,SPDR S&P Kensho New Economies Composite ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Kensho New Economies Composite Index.
 Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to capture companies whose products and services are driving innovation and transforming the global economy through the use of existing and emerging technologies, and rapid developments in robotics, automation, artificial intelligence, connectedness and processing power. The fund is non-diversified.",Equities,Factors,State Street Global Advisors,PCX,us_market
KOR,Corvus Gold Inc.,USD,,,,,NCM,us_market
KORP,American Century Diversified Corporate Bond ETF,USD,"The investment seeks to provide current income.
 The portfolio managers will invest at least 80% of the fund&#39;s net assets, plus any borrowings for investment purposes, in corporate debt securities and corporate debt investments. Under normal market conditions, the weighted average duration of the fund&#39;s portfolio is expected to be between three and seven years.",Fixed Income,Bonds,American Century Investments,PCX,us_market
KORU,Direxion Daily South Korea Bull 3X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the MSCI Korea 25/50 Index.
 The fund invests at least 80% of its net assets in financial instruments, such as swap agreements, ETFs that track the index, securities of the index and other financial instruments that provide daily leveraged exposure to the index or to ETFs that track the index. The index is designed to measure the performance of the large- and mid-cap segments of the South Korean equity market, covering approximately 85% of the free float-adjusted market capitalization of South Korean issuers. It is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
KRBN,KraneShares Global Carbon ETF,USD,"The investment seeks to provide a total return that, before fees and expenses, exceeds that of the IHS Markit Global Carbon Index (the &#39;&#39;index&#39;&#39;) over a complete market cycle.
 The fund invests to maintain exposure to carbon credit futures contracts (""carbon credit futures"") that are the same as or similar to those included in the index and to exceed the performance of the index through direct or indirect investment in debt instruments. The index is designed to track a portfolio of liquid carbon credit futures with ""physical delivery"" of emissions allowances issued under ""cap and trade"" programs. It is non-diversified.",,,KraneShares,PCX,us_market
KRE,SPDR S&P Regional Banking ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of an index derived from the regional banking segment of the U.S. banking industry.
 In seeking to track the performance of the S&P Regional Banks Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the regional banks segment of the S&P Total Market Index (""S&P TMI"").",Equities,Financials,State Street Global Advisors,PCX,us_market
KRMA,Global X Conscious Companies ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Concinnity Conscious Companies Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to companies listed in the U.S. that operate their businesses in a sustainable and responsible manner, as measured by their ability to achieve positive outcomes that are consistent with a multi-stakeholder operating system (""MsOS""), as defined by the provider of the underlying index.",,,Global X Funds,NGM,us_market
KRNIF,Kraneshares Icav - Kraneshares Msci China A Share Ucits Etf,USD,,,,,PNK,us_market
KSA,iShares MSCI Saudi Arabia ETF,USD,"The investment seeks to track the investment results of the MSCI Saudi Arabia IMI 25/50 Index.
 The fund generally will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the index weight. The fund is non-diversified.",,,BlackRock Asset Management,PCX,us_market
KSCD,KFA Small Cap Quality Dividend Index ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correlate generally to the price and yield performance of the Russell 2000 Dividend Select Equal Weight Index (the âunderlying indexâ).
 Under normal circumstances, the fund will invest at least 80% of its total assets in components of the underlying index. The underlying index is designed to track the equity market performance of small cap companies that have increased their dividend payments over a period of ten years (subject to certain exceptions), which the manager believes is a measure of a âqualityâ company. The fund is non-diversified.",Equities,Factors,KraneShares,PCX,us_market
KSTR,KraneShares SSE STAR Market 50 Index ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the SSE Science and Technology Innovation Board 50 Indexã.
 Under normal circumstances, the fund will invest at least 80% of its total assets in components of the underlying index and depositary receipts, including American depositary receipts, representing such components. The underlying index includes the stocks and depositary receipts of the top 50 companies by free-float market capitalizations that are listed on the SSE Science and Technology Innovation Board. It is non-diversified.",Equities,Emerging Markets,KraneShares,PCX,us_market
KURE,KraneShares MSCI All China Health Care Index ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, track the price and yield performance of the MSCI China All Shares Health Care 10/40 Index (the ""underlying index"").
 The fund will invest at least 80% of its total assets in components of the underlying index, depositary receipts, including American depositary receipts, representing such components and securities underlying depositary receipts in the underlying index. The underlying index is a free float adjusted market capitalization weighted index designed to track the equity market performance of Chinese companies engaged in the healthcare sector. The fund is non-diversified.",Equities,Emerging Markets,KraneShares,PCX,us_market
KVLE,KFA Value Line Dynamic Core Equity Index ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of a specific equity securities index, the Value LineÂ®Dynamic Core Equity Index.
 Under normal circumstances, the fund will invest at least 80% of its total assets in components of the underlying index. It may invest up to 20% of its assets in instruments that are not included in the underlying index, but that Fund&#39;s adviser, Krane Funds Advisors, LLC, believes will help the fund track the underlying index. The fund is non-diversified.",Equities,Factors,KraneShares,PCX,us_market
KWEB,KraneShares CSI China Internet ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the CSI Overseas China Internet Index.
 The fund invests at least 80% of its total assets in equity securities of the index and in depositary receipts representing such securities. The index is designed to measure the equity market performance of the investable universe of publicly traded China-based companies whose primary business or businesses are in the Internet and Internet-related sectors, and are listed outside of Mainland China, as determined by the index provider. The fund is non-diversified.",Equities,Emerging Markets,KraneShares,PCX,us_market
KWT,iShares MSCI Kuwait ETF,USD,"The investment seeks to track the investment results of a broad-based equity index with exposure to Kuwait, as defined by the index provider.
 The fund seeks to track the investment results of the MSCI All Kuwait Select Size Liquidity Capped Index (the âunderlying indexâ), which is designed to measure the performance of the Kuwait equity universe. The underlying index is a free float-adjusted market capitalization weighted index with a capping methodology applied to avoid concentration. BFA uses a representative sampling indexing strategy to manage the fund. It may or may not hold all of the securities in the underlying index. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,BTS,us_market
KXI,iShares Global Consumer Staples ETF,USD,"The investment seeks to track the S&P Global 1200 Consumer Staples (Sector) Capped IndexTM.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index. The index measures the performance of global equities in the consumer staples sector.",Equities,Consumer Staples,BlackRock Asset Management,PCX,us_market
LABD,Direxion Daily S&P Biotech Bear 3X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 300% of the inverse of the daily performance of the S&P Biotechnology Select Industry Index.
 The fund, under normal circumstances, invests in swap agreements, futures contracts, short positions or other financial instruments that, in combination, provide inverse (opposite) or short leveraged exposure to the index equal to at least 80% of the fund&#39;s net assets (plus borrowing for investment purposes). The index is designed to measure the performance of the biotechnology sub-industry based on the Global Industry Classification Standards (""GICS""). The fund is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
LABU,Direxion Daily S&P Biotech Bull 3X Shares,USD,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the S&P Biotechnology Select Industry Index (""index"").
 The fund invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments and securities of the index, exchange-traded funds (""ETFs"") that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index is designed to measure the performance of the biotechnology sub-industry based on the Global Industry Classification Standards (""GICS""). The fund is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
LBAY,Leatherback Long/Short Alternative Yield ETF,USD,"The investment seeks capital appreciation and income.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by purchasing long positions in securities believed to provide sustainable shareholder yield (defined as dividends plus buybacks plus debt paydowns) and taking short positions in securities expected to decline in price. It will generally have net exposure of 75% - 110% long. The fund&#39;s long positions are generally expected to be comprised of equity securities or depositary receipts, although long positions may also include investment-grade corporate bonds and convertible bonds. It is non-diversified.",,,Leatherback,PCX,us_market
LBJ,Direxion Daily Latin America Bull 2X Shares,USD,"The investment seeks daily leveraged investment results, before fees and expenses, of 200% of the daily performance of the S&P Latin America 40 Index.
 The fund, under normal circumstances, invests at least 80% of its net assets in financial instruments, such as swap agreements, ETFs that track the index, securities of the index and other financial instruments that provide daily leveraged exposure to the index or to ETFs that track the index. The index is a float-adjusted market capitalization weighted equity index of issuers drawn from five major Latin American markets: Brazil, Chile, Columbia, Mexico, and PerÃº. The fund is non-diversified.",Equities,Trading,Direxion Funds,PCX,us_market
LBTA,Russell 1000 Low Beta ETF,,,,,,PCX,us_market
LCG,Sterling Capital Focus Equity ETF,USD,"The investment seeks long-term capital appreciation.
 The fund is an actively managed exchange traded fund (âETFâ). It seeks to outperform the Russell 1000 Growth Index with a portfolio of 15 to 30 stocks. The adviser employs a bottom-up fundamental investment process to select stocks in companies that, in its view, demonstrate potential for sustainable competitive advantages, visible reinvestment opportunities, and have experienced management teams. Under normal market conditions, the fund invests at least 80% of its net assets plus any borrowing for investment purposes in equity securities. It is non-diversified.",Equities,Factors,Sterling Capital Funds,PCX,us_market
LCR,Leuthold Core ETF,USD,"The investment seeks capital appreciation and income (or ""total return"").
 The fund is an actively-managed ""exchanged-traded fund of funds"" and seeks to achieve its objective by investing primarily in other registered investment companies, including other actively-managed exchange-traded funds (""ETFs"") and index-based ETFs (collectively, ""underlying funds""), that provide exposure to a broad range of asset classes. The underlying funds may invest in equity securities of U.S. or foreign companies; debt obligations of U.S. or foreign companies or governments; or investments, such as volatility indexes and managed futures.",Equities,Factors,Leuthold,PCX,us_market
LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,USD,"The investment seeks long-term capital appreciation by investing in large- and mid-capitalization World ex U.S. equity securities that may be better positioned to benefit from the transition to a low-carbon economy.
 The fund seeks to outperform the price and yield performance of the MSCI World ex USA Index. The Advisor selects portfolio securities that are components of the index. The index measures the performance of large- and mid-capitalization stocks across global developed market countries, excluding the U.S. It is non-diversified.",,,BlackRock Asset Management,PCX,us_market
LCTU,BlackRock U.S. Carbon Transition Readiness ETF,USD,"The investment seeks long-term capital appreciation by investing in large- and mid-capitalization U.S. equity securities that may be better positioned to benefit from the transition to a low-carbon economy.
 The fund seeks to outperform the price and yield performance of the Russell 1000 Â®Index by optimizing for LCETR scores criteria based on proprietary BFA research. It seeks to invest at least 80% of its net assets in equity securities of issuers listed in the United States of America. The index is a subset of the Russell 3000 Index, which measures the performance of the broad U.S. equity market. The fund is non-diversified.",Equities,Factors,BlackRock Asset Management,PCX,us_market
LD,iPath Bloomberg Lead Subindex Total Return(SM) ETN,USD,"The investment seeks to provide investors with exposure to the Dow Jones-UBS Lead Subindex Total ReturnService Mark.
 The Dow Jones-UBS Lead Subindex Total ReturnService Mark (the ""index"") reflects the returns that are potentially available through an unleveraged investment in the futures contracts on lead. The index currently consists of one futures contract on the commodity of lead which is included in the Dow Jones-UBS Commodity Index Total ReturnService Mark.",,,Milleis Investissements Funds,PCX,us_market
LDEM,iShares ESG MSCI EM Leaders ETF,USD,"The investment seeks to track the investment results of the MSCI EM Extended ESG Leaders 5% Issuer Capped Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is a free float-adjusted market capitalization-weighted index designed to reflect the equity performance of emerging market companies with favorable environmental, social and governance (""ESG"") characteristics. It is non-diversified.",,,BlackRock Asset Management,NMS,us_market
LDRS,Innovator IBD ETF Leaders ETF,USD,"The investment seeks to track, before fees and expenses, the performance of the IBDÂ® ETF Leaders Index.
 The fund normally invests at least 80% of its net assets (including investment borrowings) in the exchange-traded investment companies that comprise the index. It generally invests in all of the securities comprising the index in proportion to the weightings of the securities in the index. The index is a rules-based index owned and developed by Investor&#39;s Business DailyÂ® designed to attempt to outperform the broader equity and fixed income markets. The fund is non-diversified.",Equities,Developed Markets,Innovator ETFs,PCX,us_market
LDSF,First Trust Low Duration Strategic Focus ETF,USD,"The investment seeks to generate current income, with a secondary objective of preservation of capital.
 Under normal market conditions, the fund seeks to achieve its investment objectives by investing at least 80% of its net assets (including investment borrowings) in a portfolio of U.S.-listed exchange-traded funds (""ETFs"") that principally invest in income-generating securities that provide it with a duration of three years or less. A significant portion of the ETFs in which the fund invests may be advised by First Trust. The fund is non-diversified.",Fixed Income,Bonds,First Trust Advisors,NGM,us_market
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,USD,"The investment seeks maximum total return, consistent with preservation of capital and prudent investment management.
 The fund seeks to achieve its investment objective by investing at least 80% of its net assets in a diversified portfolio of Fixed Income Instruments of varying maturities, which may be represented by forwards or derivatives such as options, futures contracts, or swap agreements. It invests primarily in investment grade debt securities, but may invest up to 15% of its total assets in high yield securities, as rated by Moody&#39;s, S&P or Fitch, or, if unrated, as determined by PIMCO.",Fixed Income,Bonds,PIMCO Global Advisors,PCX,us_market
LEAD,Siren DIVCON Leaders Dividend ETF,USD,"The investment seeks long-term capital appreciation by tracking the performance, before fees and expenses, of the Siren DIVCON Leaders Dividend Index.
 Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in component securities of the benchmark index. The benchmark index is designed to capitalize on the theory that, over time, companies that consistently grow their dividends tend to have investment returns above overall market returns, and companies that do not grow (or cut) their dividends tend to have investment returns below overall market returns.",,,SRN Advisors,BTS,us_market
LEGR,First Trust Indxx Innovative Transaction &amp; Process ETF,USD,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an index called the Indxx Blockchain Index (the ""index"").
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and depositary receipts that comprise the index. The index is designed to track the performance of companies that are either actively using, investing in, developing, or have products that are poised to benefit from blockchain technology and/or the potential for increased efficiency that it provides to various business processes.",,,First Trust Advisors,NGM,us_market
LEMB,iShares J.P. Morgan EM Local Currency Bond ETF,USD,"The investment seeks to track the investment results of the J.P. Morgan GBI-EM Global Diversified 15% Cap 4.5% Floor Index composed of local currency denominated, emerging market sovereign bonds.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates. The index tracks the performance of local currency-denominated sovereign bond markets of emerging market countries. The fund is non-diversified.",Fixed income,Emerging Markets,BlackRock Asset Management,PCX,us_market
LEND,Amplify CrowdBureau(R) Online Lending & Digital Banking ETF,USD,"The investment seeks investment results that generally correspond (before fees and expenses) to the price and yield of the CrowdBureauÂ® P2P Online Lending and Digital Banking Index.
 The fund will normally invest at least 80% of its net assets (including investment borrowings) in the securities that comprise the index. The index is a rules-based stock index owned, developed and maintained by CrowdBureau Corporation (âCrowdBureauâ or the âindex providerâ) designed to provide exposure to U.S.-listed equity securities of companies included within the peer-to-peer securities based crowdfunding and digital lending ecosystem. The fund is non-diversified.",Equities,Financials,Amplify ETFs,PCX,us_market
LFEQ,VanEck Vectors Long/Flat Trend ETF,USD,"The investment seeks to replicate as closely as possible, the price and yield performance of the Ned Davis Research CMG US Large Cap Long/Flat Index.
 The fund normally invests at least 80% of its total assets in securities that track and/or comprise the fund&#39;s benchmark index. The index is a rules-based index that follows a proprietary model developed by Ned Davis Research, Inc. in conjunction with CMG Capital Management Group, Inc. To help limit potential loss associated with adverse market conditions, the model produces trade signals that dictate the index&#39;s equity allocation ranging from 100% fully invested to 100% in cash.",,,VanEck Asset Management,PCX,us_market
LGH,HCM Defender 500 Index ETF,USD,"The investment seeks to provide investment results that correspond, before fees and expenses, generally to the performance of the HCM Defender 500 Index (the ""HCM 500 index"").
 The fund seeks to achieve its investment objective by investing at least 80% of its net assets, including borrowings for investment purposes but exclusive of collateral held from securities lending, in securities included in the HCM 500 index. The HCM 500 index seeks to outperform the Solactive US Large Cap Index using a proprietary methodology.",Equities,Factors,Howard Capital Management,PCX,us_market
LGLBF,Gold Bullion Securities Limited - Gold Bullion Securities,USD,,,,,PNK,us_market
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the SSGA US Large Cap Low Volatility Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the stocks of U.S. large capitalization companies that exhibit low volatility. Volatility is a statistical measurement of the magnitude of movements in a stock&#39;s price over time. The fund is non-diversified.",Equities,Factors,State Street Global Advisors,PCX,us_market
LGOV,First Trust Long Duration Opportunities ETF,USD,"The investment seeks to generate current income with a focus on preservation of capital.
 Under normal market conditions, the fund will invest at least 80% of its net assets (including investment borrowings) in a portfolio of investment-grade debt securities issued or guaranteed by the U.S. government, its agencies or government-sponsored entities, including publicly-issued U.S. Treasury securities and mortgage-related securities. It may also invest in exchange-traded funds (""ETFs"") that principally invest in such securities. The fund is non-diversified.",Fixed Income,Bonds,First Trust Advisors,PCX,us_market
LHB,Direxion Daily Latin America 3x,,,,,Direxion Funds,PCX,us_market
LIT,Global X Lithium & Battery Tech ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Global Lithium Index.
 The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to measure broad-based equity market performance of global companies involved in the lithium industry. The fund is non-diversified.",Materials,Materials,Global X Funds,PCX,us_market
LIV,Emles @Home ETF,USD,"The investment seeks investment results that correspond, before fees and expenses, to the price and yield performance of the Emles Home Lifestyle Index.
 The fund seeks to replicate the index by investing all, or substantially all (no less than 80%), of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The index is comprised of U.S. dollar-denominated equities publicly issued by U.S. companies and American Depository Receipts (""ADRs"") that provide exposure to the index&#39;s theme of home living. It is non-diversified.",,,Emles,BTS,us_market
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,USD,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Northern Trust US Long Corporate Bond IndexSM.
 The underlying index reflects the performance of a broad universe of US-dollar denominated investment grade corporate bonds that can potentially deliver a higher total return than the overall investment grade corporate bond market, as represented by the Northern Trust US Investment Grade Long Corporate Bond Index SM (the âParent Indexâ). The fund generally will invest at least 80% of its total assets in the securities of its index. It is non-diversified.",,,Flexshares Trust,BTS,us_market
LMBS,First Trust Low Duration Opportunities ETF,USD,"The investment seeks to generate current income with a secondary objective of capital appreciation.
 Under normal market conditions, the fund will seek to achieve its investment objectives by investing at least 60% of its net assets (including investment borrowings) in mortgage-related debt securities and other mortgage-related instruments (collectively, ""Mortgage-Related Investments""). The advisor normally expects to invest in Mortgage-Related Investments tied to residential and commercial mortgages.",Fixed Income,Bonds,First Trust Advisors,NMS,us_market
LNGR,Global X Aging Population ETF,USD,"The investment seeks results that correspond generally to the price and yield performance, before fees and expenses, of the Indxx Global Longevity Thematic Index.
 The fund invests more than 80% of its total assets in the securities of the underlying index. The underlying index is designed to provide exposure to exchange-listed companies in developed markets that facilitate the demographic trend of longer average life spans and the aging of the global population, including but not limited to companies involved in biotechnology, medical devices, pharmaceuticals, senior living facilities and specialized health care services.",,,Global X Funds,NMS,us_market
LOPP,Gabelli Love Our Planet &amp; People ETF,USD,"The investment seeks capital appreciation.
 The fund seeks to achieve its objective by investing substantially all, and in any case no less than 80%, of its assets in U.S. exchange-listed common and preferred stocks of companies that meet its guidelines for social responsibility at the time of investment. Under normal market conditions, the fund invests its assets in stocks that are listed on a national securities exchange or similar market, such as the National Market System of the Financial Industry Regulatory Authority, Inc. (""FINRA""). It may also invest in foreign securities by investing in American Depositary Receipts.",,,Gabelli,PCX,us_market
LOUP,Innovator Loup Frontier Tech ETF,USD,"The investment seeks to track, before fees and expenses, the performance of the Loup Frontier Tech Index (the ""index"").
 The fund will normally invest at least 80% of its net assets (including investment borrowings) in the securities that comprise the index. The Loup Frontier Tech Index is a rules-based stock index owned, developed and maintained by Loup Ventures Management, LLC that seeks to identify and track those companies identified as being on the frontier of the development of new technologies that have the potential to have an outsized influence on the future. The fund is non-diversified.",,,Innovator ETFs,PCX,us_market
LOWC,SPDR MSCI ACWI Low Carbon Target ETF,USD,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the MSCI ACWI Low Carbon Target Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to address two dimensions of carbon exposure - carbon emissions and fossil fuel reserves, expressed as potential emissions.",,,State Street Global Advisors,PCX,us_market
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,USD,"The investment seeks to track the investment results of the Markit iBoxxÂ® USD Liquid Investment Grade Index.
 The fund generally invests at least 90% of its assets in component securities of the underlying index and at least 95% of its assets in investment-grade corporate bonds. The underlying index is designed to provide a broad representation of the U.S. dollar-denominated liquid investment-grade corporate bond market.",,,BlackRock Asset Management,PCX,us_market
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,USD,"The investment seeks to mitigate the interest rate risk of a portfolio composed of U.S. dollar-denominated, investment-grade corporate bonds.
 The fund seeks to invest, at least 80% of its net assets in U.S. dollar-denominated investment-grade bonds, in one or more underlying funds that principally invest in investment-grade bonds and in U.S. Treasury securities. It is an actively managed exchange-traded fund that does not seek to replicate the performance of a specified index.",Fixed Income,Bonds,BlackRock Asset Management,PCX,us_market
LQDI,iShares Inflation Hedged Corporate Bond ETF,USD,"The investment seeks to mitigate the inflation risk of a portfolio composed of U.S. dollar-denominated, investment-grade corporate bonds.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in the underlying fund, U.S. dollar-denominated investment-grade corporate bonds, in one or more other underlying funds that principally invest in investment-grade corporate bonds, and in inflation swaps. The advisor intends to invest a substantial portion of its assets in the underlying fund. The fund is non-diversified.",Fixed Income,Bonds,BlackRock Asset Management,BTS,us_market
LRGE,ClearBridge Large Cap Growth ESG ETF,USD,"The investment seeks long-term capital appreciation through investing in large-capitalization companies with the potential for high future earnings growth.
 Under normal circumstances, the fund seeks to meet its investment objective by investing at least 80% of its net assets, plus borrowings for investment purposes, if any, in equity securities or other instruments with similar economic characteristics of U.S. companies with large market capitalizations that meet its financial and environmental, social and governance (""ESG"") criteria.",Equities,Factors,Franklink Templeton Investments,NMS,us_market
LRGF,iShares MSCI USA Multifactor ETF,USD,"The investment seeks to track the investment results of the MSCI USA Diversified Multiple-Factor Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is designed to select equity securities from the MSCI USA Index (the ""parent index"") that have high exposure to four investment style factors: value, quality, momentum and low size, while maintaining a level of risk similar to that of the parent index.",,,BlackRock Asset Management,PCX,us_market
LRNZ,"TrueShares Technology, AI and Deep Learning ETF",USD,"The investment seeks total return.
 Under normal circumstances, at least 80% of its net assets (plus any borrowings made for investment purposes) in the common stock of technology, artificial intelligence and deep learning companies. It may also invest in small and medium capitalized companies, as the Adviser believes these relatively smaller companies may provide above average capital appreciation and dividend yield. The fund is non-diversified.",Equities,Technology,TrueShares,PCX,us_market
LSAF,LeaderSharesTM AlphaFactor US Core Equity ETF,USD,"The investment seeks to provide investment results that correspond generally, before fees and expenses, to the performance of the AlphaFactorÂ® US Core Equity Index.
 Under normal circumstances, at least 80% of the fund&#39;s net assets, including any borrowings for investment purposes, will be invested in a diversified portfolio of equity securities of U.S. common stocks included in the index. The index utilizes a quantitative rules-based investment methodology that applies a multi-factor ranking process and is focused on the largest 1,000 U.S. common stocks based on market capitalization.",Equities,Factors,Redwood,PCX,us_market
LSAT,LeaderShares AlphaFactor Tactical Focused ETF,USD,"The investment seeks to generate long term capital growth.
 The fund will typically be invested in a diversified portfolio of equity securities, or investments that are economically tied to equity securities (i.e., derivatives) such as equity options, of companies with market capitalizations of at least $1 billion at the time of initial purchase. It may focus its investments in a particular sector, industry or group of industries. The fund may utilize derivatives, such as equity options and total return swap agreements, to seek to achieve its objective and for hedging purposes.",,,LeaderShares,PCX,us_market
LSLT,Pacer Salt Low truBeta US Market ETF,USD,"The investment seeks to track the performance, before fees and expenses, of the Salt Low truBeta US Market Index.
 The index is initially constructed of the 100 Eligible Components with the lowest Beta Variability score, equally-weighted, and subject to a maximum 30% of the number of constituents in the index being from a single sector. The advisor attempts to invest all, or substantially all, of its assets in the component securities that make up the index. At least 80% of the fund&#39;s total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. It is non-diversified.",,,Pacer,BTS,us_market
LSST,Natixis Loomis Sayles Short Duration Income ETF,USD,"The investment seeks current income consistent with preservation of capital.
 Under normal circumstances, the fund will invest at least 80% of its net assets (plus any borrowings made for investment purposes) in fixed-income securities such as bonds, notes and debentures, as well as other investments that the subadviser believes have similar economic characteristics (such as loans). It is anticipated that the fund&#39;s weighted average duration will generally be between one and three years. The fund invests primarily in investment-grade fixed-income securities.",Fixed Income,Bonds,Natixis Funds,PCX,us_market
